0.017834,0,0.26307
0.029354,0,0.28491
0.041101,0,0.30647
0.053069,0,0.32774
0.065252,0,0.34872
0.077643,0,0.3694
0.090237,0,0.38978
0.10303,0,0.40986
0.11601,0,0.42965
0.12917,0,0.44912
0.14251,0,0.4683
0.15602,0,0.48716
0.16969,0,0.50572
0.18352,0,0.52396
0.1975,0,0.5419
0.21163,0,0.55952
0.22589,0,0.57683
0.24028,0.0013676,0.59382
0.2548,0.0046558,0.6105
0.26943,0.0079429,0.62687
0.28418,0.011232,0.64291
0.29903,0.014528,0.65864
0.31398,0.017832,0.67406
0.32902,0.021149,0.68915
0.34415,0.024482,0.70393
0.35935,0.027834,0.7184
0.37463,0.031209,0.73255
0.38997,0.034609,0.74638
0.40537,0.038038,0.75989
0.42083,0.0415,0.77309
0.43632,0.044996,0.78598
0.45186,0.048532,0.79856
0.46743,0.052108,0.81082
0.48303,0.05573,0.82277
0.49864,0.059399,0.83441
0.51427,0.063118,0.84575
0.52991,0.066892,0.85678
0.54554,0.070721,0.8675
0.56117,0.074611,0.87792
0.57679,0.078562,0.88804
0.59239,0.082579,0.89786
0.60797,0.086664,0.90739
0.62351,0.090819,0.91662
0.63902,0.095048,0.92555
0.65448,0.099353,0.9342
0.66989,0.10374,0.94256
0.68525,0.1082,0.95064
0.70055,0.11275,0.95844
0.71578,0.11738,0.96595
0.73093,0.12211,0.9732
0.74601,0.12692,0.98017
0.761,0.13183,0.98687
0.7759,0.13683,0.9933
0.79071,0.14193,0.99948
0.80541,0.14713,1
0.82,0.15244,1
0.83448,0.15785,1
0.84884,0.16336,1
0.86308,0.16898,1
0.87719,0.17472,1
0.89116,0.18056,1
0.90499,0.18652,1
0.91867,0.1926,1
0.93221,0.1988,1
0.94559,0.20511,1
0.9588,0.21154,1
0.97186,0.2181,1
0.98474,0.22478,1
0.99744,0.23159,1
1,0.23853,1
1,0.24559,1
1,0.25278,1
1,0.26011,1
1,0.26757,1
1,0.27516,1
1,0.28288,1
1,0.29074,1
1,0.29874,1
1,0.30688,1
1,0.31515,1
1,0.32356,1
1,0.33212,1
1,0.34081,1
1,0.34964,1
1,0.35862,1
1,0.36774,1
1,0.377,1
1,0.38641,1
1,0.39595,1
1,0.40565,1
1,0.41548,1
1,0.42546,1
1,0.43558,1
1,0.44585,1
1,0.45626,1
1,0.46682,1
1,0.47752,1
1,0.48836,1
1,0.49935,1
1,0.51048,1
1,0.52175,1
1,0.53316,1
1,0.54471,1
1,0.55641,1
1,0.56824,1
1,0.58022,1
1,0.59233,1
1,0.60458,1
1,0.61697,1
1,0.62949,1
1,0.64215,1
1,0.65494,1
1,0.66787,1
1,0.68092,1
1,0.69411,1
1,0.70742,1
1,0.72086,1
1,0.73443,1
1,0.74812,1
1,0.76193,1
1,0.77587,1
1,0.78992,1
1,0.80409,1
1,0.81838,1
