0.15945,0,0
0.16168,0,0
0.16302,0,0
0.16349,0,0
0.16311,0.0071101,0
0.1619,0.02196,0
0.15989,0.037099,0
0.1571,0.052499,0
0.15358,0.068131,0
0.14937,0.083964,0
0.1445,0.099964,0
0.13904,0.1161,0
0.13303,0.13233,0
0.12652,0.14863,0
0.11958,0.16495,0
0.11227,0.18126,0
0.10464,0.19752,0
0.09677,0.2137,0
0.088724,0.22976,0
0.08057,0.24565,0
0.072379,0.26135,0
0.064223,0.27681,0
0.056172,0.292,0
0.0483,0.30689,0
0.040678,0.32144,0
0.033377,0.33562,0
0.026469,0.3494,0
0.020021,0.36274,0
0.014102,0.37563,0.016251
0.0087784,0.38804,0.038138
0.0041128,0.39994,0.060952
0.00016682,0.41131,0.084641
0,0.42213,0.10915
0,0.43239,0.13442
0,0.44206,0.16038
0,0.45115,0.18698
0,0.45963,0.21413
0,0.4675,0.24177
0,0.47477,0.26982
0.00079018,0.48141,0.2982
0.0055218,0.48745,0.32683
0.011388,0.49288,0.35563
0.018407,0.4977,0.38452
0.02659,0.50193,0.41342
0.035945,0.50558,0.44223
0.046473,0.50867,0.47088
0.058173,0.5112,0.49929
0.071036,0.51321,0.52736
0.085048,0.51471,0.55503
0.10019,0.51572,0.5822
0.11644,0.51628,0.6088
0.13378,0.5164,0.63475
0.15216,0.51613,0.65999
0.17155,0.5155,0.68443
0.19191,0.51453,0.70802
0.21319,0.51326,0.73068
0.23535,0.51173,0.75236
0.25832,0.50998,0.77301
0.28205,0.50805,0.79257
0.30648,0.50597,0.81099
0.33155,0.50378,0.82824
0.35719,0.50154,0.84427
0.38333,0.49927,0.85906
0.4099,0.49702,0.87257
0.43682,0.49483,0.88479
0.46403,0.49275,0.8957
0.49144,0.4908,0.9053
0.51897,0.48903,0.91357
0.54656,0.48749,0.92052
0.57413,0.4862,0.92616
0.60159,0.48521,0.9305
0.62887,0.48455,0.93355
0.6559,0.48425,0.93535
0.6826,0.48435,0.93592
0.70889,0.48487,0.9353
0.73472,0.48586,0.93352
0.76,0.48732,0.93063
0.78468,0.48929,0.92668
0.80868,0.49178,0.92172
0.83196,0.49483,0.91582
0.85445,0.49844,0.90902
0.87611,0.50263,0.90141
0.89687,0.50741,0.89303
0.91671,0.51279,0.88398
0.93557,0.51878,0.87432
0.95342,0.52539,0.86412
0.97023,0.53261,0.85347
0.98597,0.54044,0.84245
1,0.54888,0.83113
1,0.55792,0.81961
1,0.56755,0.80795
1,0.57776,0.79625
1,0.58854,0.78458
1,0.59987,0.77303
1,0.61173,0.76168
1,0.6241,0.7506
1,0.63695,0.73988
1,0.65027,0.72958
1,0.66401,0.71978
1,0.67816,0.71055
1,0.69268,0.70195
1,0.70754,0.69405
1,0.72271,0.68691
1,0.73815,0.68057
1,0.75382,0.6751
1,0.7697,0.67053
1,0.78574,0.66691
1,0.8019,0.66427
1,0.81816,0.66265
1,0.83446,0.66207
1,0.85078,0.66256
1,0.86707,0.66411
1,0.8833,0.66676
1,0.89944,0.6705
1,0.91544,0.67533
1,0.93128,0.68124
1,0.94692,0.68823
1,0.96233,0.69627
1,0.97748,0.70534
1,0.99235,0.71542
1,1,0.72648
1,1,0.73848
0.99531,1,0.75137
0.99088,1,0.76511
